기업명,제목,주소,링크
(주)혁산정보시스템,"[데이터 처리(오라클,MSSQL) / PC수리(원격)엔지니어] 모집",서울 영등포구,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=42351455&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=auto&paid_fl=n
(주)토니모리,"경력직 채용(개발자, 데이터 분석가, 인프라엔지니어 외)",서울 서초구,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=42109546&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=auto&paid_fl=n
메이븐클라우드서비스(주),"데이터시각화, RPA 개발자, Azure 엔지니어 (신입/경력)",서울 강남구,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=42219308&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=auto&paid_fl=n
(주)스마일게이트메가포트,[BI] 데이터엔지니어링 담당 (하둡 엔지니어) 모집,경기 성남시 분당구,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=42189877&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=auto&paid_fl=n
(주)엠토스솔루션스,[신입/경력] 목동IDC(데이터센터) 서버 엔지니어 채용,서울 양천구,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=42200032&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=auto&paid_fl=n
(주)이젠아카데미,"[97% 취업캠프] 풀스택 자바, 빅데이터, 카티아설계 엔지니어 채용연계",서울 강남구,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=42371019&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=auto&paid_fl=n
한국데이터통신,"IDC(데이터센터), Cloud(클라우드) 엔지니어를 모십니다.",서울 금천구,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=42123260&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=auto&paid_fl=n
한국데이터통신,IDC 인터넷데이터센터 엔지니어 정규직 모집,서울 금천구,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=41973896&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=auto&paid_fl=n
(주)에이모,[에이모] 자율주행 센서 데이터 수집/정제 엔지니어 모집,경기 성남시 분당구,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=41941784&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=auto&paid_fl=n
(주)비플레이스,빅데이터 플랫폼 엔지니어 / 분석가 모집,서울 서초구,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=42160555&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=auto&paid_fl=n
(주)스마일게이트메가포트,[BI] 데이터엔지니어링 담당 (DW엔지니어) (시니어) 모집,경기 성남시 분당구,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=42174762&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=auto&paid_fl=n
(주)스마일게이트메가포트,[BI] 데이터엔지니어링 담당 (DW엔지니어) (주니어) 모집,경기 성남시 분당구,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=42174813&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=auto&paid_fl=n
데브시스터즈(주),[데브시스터즈] 데이터 포털 웹 개발 엔지니어(경력),서울 강남구,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=41888670&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=auto&paid_fl=n
(주)위메프,[위메프서비스] NoSQL 데이터베이스 엔지니어,서울 강남구,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=42354384&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=auto&paid_fl=n
(주)트루인테크놀로지스,데이터베이스 엔지니어(신입/경력) 채용,대전 서구,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=42158579&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=auto&paid_fl=n
(주)브이엔티지,빅데이터 시스템 엔지니어 (Bigdata System Engineer),서울 마포구,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=42224983&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=auto&paid_fl=n
몽타(주),[몽타(주)] 빅데이터 영업/엔지니어 채용,서울 동작구,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=42386185&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=auto&paid_fl=n
(주)케이디엑스한국데이터거래소,데이터 분석 / 엔지니어 분야 정규직(경력) 채용,서울 중구,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=42263747&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=auto&paid_fl=n
(주)이랜드이노플,데이터서비스 개발 엔지니어 채용, 서울전체,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=42018375&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=auto&paid_fl=n
(주)브이엔티지,빅데이터 시스템 엔지니어 (Bigdata System Engineer), 서울전체,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=41688957&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=auto&paid_fl=n
(주)로이드케이,2022 데이터/보안 엔지니어 모집,경기 성남시 수정구,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=42174380&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=auto&paid_fl=n
(주)크몽,[크몽] 데이터 플랫폼 엔지니어, 서울전체,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=41651823&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=auto&paid_fl=n
(주)노티플러스,머신러닝 엔지니어&데이터 사이언티스트 채용,서울 강남구,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=42263729&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=auto&paid_fl=n
매버릭컨설팅㈜,IT 인프라 엔지니어 ( 서버 관리/데이터베이스 관리 ),서울 서초구,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=42397844&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=auto&paid_fl=n
(주)메타넷글로벌,[메타넷글로벌] Data Engineer 신입/경력직 채용,서울 강남구,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=42380071&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=auto&paid_fl=n
(주)테서,AI Engineer : 의료 영상 데이터 활용 딥러닝 알고리즘 개발,서울 강남구,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=42064151&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=auto&paid_fl=n
나이스지니데이타주식회사,NICE 지니데이타(주) 웹개발/ 시스템엔지니어 채용,서울 영등포구,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=42225758&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=auto&paid_fl=n
한화테크윈(주),Data Engineer, 경기전체,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=42353081&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=auto&paid_fl=n
노을(주),Data Engineer 채용, 경기전체,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=42039327&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=auto&paid_fl=n
(주)티빙,[티빙] Data Engineer, 서울전체,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=42277852&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=auto&paid_fl=n
(주)타이로스코프,분석 지원 Data Scientist/Engineer, 울산전체,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=42148017&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=auto&paid_fl=n
(주)뤼이드,Data Engineer, 서울전체,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=41907900&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=auto&paid_fl=n
(주)데이타뱅크,[데이타뱅크] Cloud 사업부 Cloud 엔지니어 모집,대구 수성구,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=41973543&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=auto&paid_fl=n
HR컨설팅(주),유명정보통신 Data Analytics Engineer/Solution Architect/어플,서울 강남구,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=42316066&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=auto&paid_fl=n
주식회사 플리토,Data/Machine Learning Engineer 채용 (신입),서울 강남구,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=42061780&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=auto&paid_fl=n
㈜피플스카우트,[Health & Beauty 커머스]Data Engineer,서울 강남구,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=42344554&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=auto&paid_fl=n
(주)리앤파트너,[가상자산 거래소기업] Data Engineer  (정규직),서울 서초구,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=42362154&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=auto&paid_fl=n
(주)스컬드랩스,[스컬드랩스] Data Engineer,서울 서초구,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=41934159&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=auto&paid_fl=n
에이스파트너스,Data Engineer (~부장),서울 강남구,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=42296555&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=auto&paid_fl=n
(주)온다,[ONDA] Data Engineer를 모십니다.,서울 강남구,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=41938106&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=auto&paid_fl=n
맨파워스카우트,대기업 DATA 엔지니어,서울 중구,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=42395605&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=auto&paid_fl=n
(주)솔로몬텍,Data Engineer (Big Data Platform) 채용,서울 영등포구,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=42298057&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=auto&paid_fl=n
(주)맨파워그룹코리아,"[외국계 제약사]한국 MSD, Data Engineer 채용",서울 중구,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=42192769&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=auto&paid_fl=n
(주)메쉬코리아,[메쉬코리아(부릉)] Senior Data Engineer 경력직 채용,서울 강남구,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=42087069&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=auto&paid_fl=n
(주)메쉬코리아,[메쉬코리아(부릉)] Data Engineer(전문연구요원 가능) 채용,서울 강남구,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=42320630&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=auto&paid_fl=n
(주)재이앤만,Data/Sorftware 운영 Engineer 모집,서울 서초구,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=42123453&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=auto&paid_fl=n
HeNny & McCoy,[유명기업] IT Data Analyst / Data Engineer,서울 강남구,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=42357361&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=auto&paid_fl=n
휴머레인컨설팅,긴급) 업계 최고 대기업 - Data Engineer - 최우대,서울 강남구,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=42364892&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=auto&paid_fl=n
휴머레인컨설팅,긴급) Data Engineer - 업계 최고 대기업 - 최우대, 서울전체,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=42364896&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=auto&paid_fl=n
씨제이올리브네트웍스(주),Data Science Engineer, 서울전체,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=41597012&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=auto&paid_fl=n
(주)맨파워코리아,[나스닥 IT기업] Data Center Field Engineer,서울 강남구,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=42378765&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=auto&paid_fl=n
(주)위메이드,[위메이드] Data Engineer 채용 공고, 경기전체,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=41543152&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=auto&paid_fl=n
(주)무하유,[카피킬러/프리즘] DATA 엔지니어, 서울전체,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=41810497&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=auto&paid_fl=n
(주)부동산다이렉트,[알스퀘어] Data engineer, 서울전체,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=41384722&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=auto&paid_fl=n
(주)이제이엔,Data Engineer(3년 이상), 서울전체,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=42123219&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=auto&paid_fl=n
오케스트로(주),Front-end/Back-end Engineer (Big Data Platform), 서울전체,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=42076277&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=auto&paid_fl=n
(주)바로고,Data Engineer, 서울전체,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=42263108&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=auto&paid_fl=n
(주)위메프,[위메프서비스] DW Data Engineer,서울 강남구,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=42353473&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=auto&paid_fl=n
일렉트로닉아츠코리아유한책임회사,[피파온라인4] Software Engineer (DBA & Data Engineering), 서울전체,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=41270335&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=auto&paid_fl=n
(주)브레이브모바일,[숨고] Data Engineer, 서울전체,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=42275729&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=auto&paid_fl=n
(주)소프트베리,Data 분석/엔지니어, 서울전체,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=41807100&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=auto&paid_fl=n
(주)오피지지,Front-end Engineer_신규서비스(게이머 매칭 서비스 및 Esports Data), 서울전체,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=40277644&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=auto&paid_fl=n
(주)마이다스아이티,2022 마이다스 대규모 채용,신입,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=42228973&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=auto&paid_fl=n
(주)코오롱,2022년 코오롱그룹 2월 정기공채,경기 과천시,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=42305838&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=auto&paid_fl=n
캐논코리아 주식회사,각 부문 채용(신입/경력),서울 강남구,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=42351129&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=auto&paid_fl=n
(주)마크로젠,㈜마크로젠 각 부문 신입/경력 직원채용,서울 강남구,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=42350737&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=auto&paid_fl=n
에이치엔아이엔씨(주),HN (舊현대BS&C 주식회사) [IT부문 / 건설부문 / 지원부문] 신입/경력 채용공고,서울 중구,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=42378054&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=auto&paid_fl=n
(주)한국씨티은행,2022년 인사/전산/오퍼레이션 부문 경력직 채용,서울 종로구,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=42123967&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=auto&paid_fl=n
한국산업단지공단,2022년 신입직원 모집 공고, 대구전체,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=42285614&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=auto&paid_fl=n
에스케이하이닉스(주),2022 상반기 SK하이닉스 신입사원/Junior Talent 수시채용,경기 이천시,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=42339620&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=auto&paid_fl=n
금호석유화학그룹,금호석유화학그룹 - 2022년 상반기 경력사원 모집, 서울전체,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=42337772&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=auto&paid_fl=n
(주)안랩,2022 상반기 연구소 신입사원 채용공고,경기 성남시 분당구,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=42348695&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=auto&paid_fl=n
한국이콜랩(유),[외국계 화학] 각 부문 신입/경력 채용,서울 송파구,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=42358912&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=auto&paid_fl=n
엘에스오토모티브테크놀로지스(주),LS오토모티브 2022년 신입/경력 공개채용,경기 안양시,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=42367133&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=auto&paid_fl=n
현대오일뱅크(주),현대오일뱅크 채용 연계형 인턴 모집,충남 서산시,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=42287618&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=auto&paid_fl=n
휴온스그룹,휴온스 그룹 수시채용,경기 성남시 수정구,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=42232115&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=auto&paid_fl=n
(주)에코프로,에코프로그룹 2022 신입사원 채용,충북 청주시 청원구,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=42338515&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=auto&paid_fl=n
국방기술진흥연구소,2022년 상반기 수시 모집 공고, 대전전체,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=42347559&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=auto&paid_fl=n
(주)네이처리퍼블릭,네이처리퍼블릭 부문별 신입/경력사원 채용,서울 강남구,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=42355250&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=auto&paid_fl=n
에스케이바이오팜(주),[SK바이오팜] 신약개발 R&D 웹 플랫폼 개발 경력 구성원 모집,경기 성남시,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=42259120&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=auto&paid_fl=n
한양이엔지(주),한양이엔지㈜ 부문별 수시채용 직원모집,경기 화성시,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=42383844&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=auto&paid_fl=n
(주)넥스트플레이어,신입/경력 대규모 채용,서울 용산구,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=42276897&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=auto&paid_fl=n
종근당건강(주),각 부분 경력/신입 모집,서울 용산구,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=42381414&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%97%94%EC%A7%80%EB%8B%88%EC%96%B4&searchType=auto&paid_fl=n
